system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
11,Dcard,https://www.dcard.tw/f/talk/p/255935183,2024-06-23 23:09:13,第一次打工該注意什麼？,"本人目前就讀大一，18歲，在大一升大二的暑假找到了人生中的第一次打工，是一間知名的連鎖早餐店，之前面試時店長有說我是負責點菜收銀，我是7/1日才正式上工，想問問各位廣大的網友們第一次打工有什麼需要注意的地方嗎？
謝謝各位看完我的文章~
https://sticker-assets.dcard.tw/images/46cfffad-6555-40cd-8659-faa8f52d0a25/orig.png",talk,5,a20050714,F,...
12,Dcard,https://www.dcard.tw/f/talk/p/255935248,2024-06-23 23:41:23,挑選另一半最重要的點,"RT

Option #1: 身材/長相/穿搭
Option #2: 個性/價值觀
Option #3: 床上合不合（試車or交往後性行為都算）
Option #4: 看答案",talk,0,,F,國立高雄第一科技大學
13,Dcard,https://www.dcard.tw/f/talk/p/255938492,2024-06-24 08:03:21,覺得家人超機掰,從小什麼都不讓我去選，小學去安親班，國中補習補全科從不問我興趣，高中也不跟我討論什麼產業優勢跟我說機械系不會餓死就叫我選，只有大學可以選個設計系，他媽要找工作了要我去選科技業的，你們要等我大學畢業才跟我說產業的優劣是不是有點晚了，如果你們一開始就希望我走科技業那應該高中就可以跟我說，不是等我找到自己有興趣的產業才說吧，別人讀四年讀假的是吧,talk,0,ll112341,M,匿名
14,Dcard,https://www.dcard.tw/f/talk/p/255938781,2024-06-24 08:36:24,台南永康某健身房副理使用詐術,"勸世文
來説個各取所需的小故事
希望警惕到某些認為藉由犧牲自己，可獲得愛情的傻女孩們
這個故事的女主角非但沒有得到她想要的，付出後的後面還得承受更多更慘痛的代價。
她其實也要為這件事負責任，只是她要怎麼負責，才能對得起自己呢？
唯有想到的就是請本貓幫忙上這篇現在進行式，會有各方不同的回應，傷害別人時也傷到她自己
這是她的選擇，也是當時男主角的選擇共同帶來的後果

以下正文

永康某健身房副理（簡稱J)從前年尚未晉升副理前因業績壓力屢次向學員求情，
Ｊ：「被調走我真的會去死」、「能不能拿Ｘ萬出來？其他人都試過了，只能靠你了，拜託」、「我身上都沒錢，錢都拿去給家裡了」、「是妳幫我等話，J向另一名教練表示不會辜負學員的感情。
並向學員表示與某女關係為普通朋友，她長得不好看、不喜歡她、沒有聯繫。
從前年學員認識他開始自稱沒有女朋友、單身。

最近學員於網路上發現J與某女早在前年開始互稱老公老婆、親密合照，
詢問J該事遭已讀不回，當學員提起Ｊ曾說過的話時，遭矢口否認（論錄音的重要性）
學員為了他業績欠債，除了以現金購買課程外每個月另須償還約四萬元的信用卡債務（皆是課程金額分期）無法負荷其生活所需選擇包養償還每月債務。

J得知學員包養，當金錢壓力不堪負荷時更提出不希望學員退費的要求，利用學員感情博取同情心，低劣手段達到業績目標升副理職務。
於去年10月21日課堂期間J向學員口頭表示:「如果不嫌棄的話可以選他結婚」、「我不想只跟你當普通朋友」刻意營造愛情的承諾、利用同情心和情緒勒索來誘拐學員做出不適當的選擇。
而學員因包養身體陸續出問題、慢性發炎，身心俱疲。

Ｊ一邊佯稱單身，一邊與其他女生交往，把學員當工具人提款機，晉升副理職務與某女吃香喝辣，而學員獨自承受債務與身體狀況，J享受著學員犧牲自己為他帶來的成果，與某女過著幸福甜蜜的日子。
要求給合約一直推託，當學員向J要求給合約當天，居然被J要求補簽合約書，沒簽不能走，
當學員要求帶回家審閱後補簽，J無視定型化契約審閱期規定，“直接告知學員沒簽沒辦法讓學員把合約帶回家，公司要存檔，合約可以讓妳拿走但要簽完才能讓妳走。”讓學員感受到脅迫而簽（擷取自錄音檔求證）。
學員要求退費剩餘堂數的費用，寄投訴信與收到消基會申訴公文後，該健身房皆未回應，一拖再拖。

J未經個人同意在客人、其他教練在場大庭廣眾之下喊學員別拿包養的事來威脅他，激怒學員使學員情緒不穩，然後再跟學員說因為在健身房哭泣大家都在看學員的笑話。

請問該健身房可以放任教練向學員亂說話並推託責任到學員身上、讓學員顏面盡失不敢約課?

J過往的黑歷史（與一名男同志學員感情金錢糾紛、利用人頭造假業績等）屢屢出事，堂堂一個上市連鎖健身房，居然是以感情誘拐、詐騙的手法提升業績量，還留下這種品德不良、滿嘴謊言的員工？

該公司主要客戶大多為社會大眾，女性也很多，本職應是讓越來越多人開心運動、擁有健康的身體，訓練員工方式居然選擇睜一隻眼閉一隻眼默許管理職員工利用詐術欺騙感情達到業績量，孰不可忍！

＊文中提到的錄音檔不會公佈，退費調解時將呈上給消保官

現在這件事已讓事件中的女主角內心瀕臨崩潰，時常做惡夢夢到Ｊ，也夢到官司不會打贏等....
夢中那種內心充滿被欺騙與痛苦（失去、身體染污已經不是自己、債務壓力）的感覺一直延伸到夢醒後，常常哭泣、沮喪，最近這幾天看到該公司與其他分店的學員與教練間消費糾紛調解時，該公司置之不理更嗆學員去法院解決的事件（詳見靠北教練），看到那篇文章，讓這位女學員對於該公司至今尚未回應、聯絡學員和解更感到焦慮
讓人最感到憤怒的是，為什麼Ｊ偏偏要選她來欺騙？  她到底做錯了什麼？  要這樣傷害她！！
猶如Ｊ向學員說的，一切都是自己的選擇。 （但這個做選擇基礎之下是謊言啊！！）

＊現女主角仍不定期去健身房默默自己運動 都走器材後面走道，能繞過教練櫃檯就繞過 也停止上教練課約兩個月了 不想為了這件事就終止自己運動  偶然會遇到Ｊ，內心雖然會恐懼 但還是得勇敢 不怕Ｊ
__________________________________________________________________________________
或許看到這裡  可能會有親友團出面 截圖部分對話試圖打臉女主（女主曾經有向Ｊ表示過自己是心甘情願 做這些事情，沒有想用愛情綁架他，如果Ｊ日後找到喜歡的女生，那就去吧、以及學員租兩萬元房子半年 ）不過本貓認為不能因為這些對話而否認他謊稱單身、欺騙、情緒勒索、跟女主說不嫌棄他可以選他結婚、甚至去年十月底學員崩潰大哭跑出去時，Ｊ追過去找女主， 問她能不能當他女友、學員的確為了他選擇包養的事實（雖然女主那時拒絕），所以其實Ｊ和女主是沒有在一起的。若女主那時答應了，現在立場是不是就比較能站得住腳呢。

＊後記：該店的同事也都以為他是單身，出事後才知道。 所以大家之前也被他蒙在鼓裡。在被揭穿後，Ｊ居然說他跟那女生交往是因為那女生用錢幫Ｊ把家中債務還清，條件是要當那非親生小孩的爸爸.，所以入贅＝＝滿嘴謊言的Ｊ，早被女主發現他在跟前前女友分手後2020年當年早就交往了，已經交往四年多，出事至今還在鬼扯  

呼籲大家能看清此健身房的嘴臉，還有購買課程一定要小心  無論是永康還是其他分店都是一樣
警惕自己(尤其從小到大沒父親的女生  也沒得到什麼母愛 長大才知道自己嚴重缺乏自信心 缺愛特感受到孤獨感）不要自己受傷，變成出事後還得面臨健身房不退費 揭穿真面目後還是繼續乖乖還債  幫別人男友供應業績爽過日子
事到如今，男主仍替自己自保  寄出投訴信給公司後隨即該女ig、threads鎖起來避風頭（也可能在裡面罵女主）  公司放爛至今無和女主角聯繫談當時合約所引發的消費爭議。

當上副理前








當上副理後









Ｊ曰：『奶根本沒什麼」、「我又不喜歡小孩」




",talk,2,happy588,F,特斯貓
15,Dcard,https://www.dcard.tw/f/talk/p/255938476,2024-06-24 08:01:58,會碰線上娛樂城的，到底智商有多低,"在低卡看到無數個因為玩線上娛樂城，把存款賠光的文，就在想到底還要有多少人上當阿

除非你投注的是台彩的號碼，不然其他所有玩法都可透過電腦控制

而且賭客還有機會收到警察起訴賭博罪
真的不想再看到有人因為這樣而自殺了
希望這篇可置頂",talk,0,bemehom,M,清
16,Dcard,https://www.dcard.tw/f/talk/p/255938215,2024-06-24 07:29:24,美國副總統、英國首相、矽谷知名大公司CEO多數是印度人，印度人口已超越強國成為世界第一大國，並且沒有老化現象，多數是青壯年，未來有一天，印度人統治世界？,美國副總統、英國首相、矽谷知名大公司CEO多數是印度人，印度人口已超越強國成為世界第一大國，並且沒有老化現象，多數是青壯年，未來有一天，印度人統治世界？,talk,0,happyjuice,M,基因決定一切？！
17,Dcard,https://www.dcard.tw/f/talk/p/255938186,2024-06-24 07:25:55,掏寶收不到貨⋯⋯,"請問有人遇過購買淘寶，用超商取貨
結果都收不到貨
詢問淘寶客服也是一直說會幫我催促
我想說要自己聯繫台灣的物流
但7-11客服也說我只能詢問淘寶的客服
完全不知道怎麼辦⋯⋯

已經有收到易利委確認信！


",talk,2,,F,嘉南藥理大學
18,Dcard,https://www.dcard.tw/f/talk/p/255937977,2024-06-24 07:02:33,推薦中和耳鼻喉科,"請問大家有推中和地區有效的耳鼻喉科嗎🤧？
有南勢角附近的更好
謝謝大家了🥹🥹",talk,0,n4706665,F,毛
19,Dcard,https://www.dcard.tw/f/talk/p/255938183,2024-06-24 07:25:23,大家對保險的看法,"想知道如果能力有限
大家會選擇失能險還是雙實支實付呢？",talk,3,add1221,F,@@
20,Dcard,https://www.dcard.tw/f/talk/p/255938124,2024-06-24 07:19:26,減學費,"我是今年被錄取長庚大學的新生
想要請問一下大學減學費申請的方式跟期限，謝謝各位🙏🥺",talk,0,yeemonthant,F,Fany
21,Dcard,https://www.dcard.tw/f/talk/p/255938813,2024-06-24 08:40:15,請問台灣有沒有類似Tkmaxxx或Halfprice那類的店呢？,"大家好 😊

想請教大家說台灣有沒有類似像歐洲或美國那類Tkmaxxx(Tjmaxxx) or Halfprice那類的店呢？
或者有沒有類似GoodWills的那種店呢？

感謝大家😊",talk,0,officialdandan,M,丹丹
22,Dcard,https://www.dcard.tw/f/talk/p/255938720,2024-06-24 08:29:48,有人會因為命理去補門牙縫嗎？,"如題
聽說我表妹前陣子去算命
因為被命理師說會漏財後
自己也覺得存不到錢後
就求他媽帶他去補門牙縫
聽說花了 2.6w
我上網查了一下還真的不便宜
真的會因為這麼虛無飄渺的理由去補嗎==？
p.s.表妹後來說自己真的沒怎麼在噴錢了
https://sticker-assets.dcard.tw/images/4e0685b1-2ced-4363-a8fd-accee79613e2/orig.png",talk,1,,M,國立中山大學
23,Dcard,https://www.dcard.tw/f/talk/p/255938712,2024-06-24 08:29:03,投訴升級大作戰！讓我們能更完好的使用投訴！,"現在的服務業接到檢舉都直接對問題進行處理跟道歉甚麼的
有時候甚至不是員工的問題就先處理員工
以客為尊真的是重要的　但擺明是奧克的顧客呢？
那我們不是更應該要好好處理嗎

我們應該要把投訴功能升級成付費的投訴
當你覺得你的權益受到損害，你可以進入投訴網頁進行投訴
但投訴的部分有分付費投訴與免費投訴

付費投訴：您付的每一筆錢都不會白白讓你損失權益我們會把您投訴的內容與訴求都搞得明明白白，如果發現投訴內容為真且監視器與員工都能證明是我們的不對我們會依照內容來賠償你所投訴出的費用（2-3倍），反之如果不屬實我們會將您的錢轉交給您所投訴的員工以補償他們的精神損失。

免費投訴：此功能願意聆聽你所說的所有廢話（建議）有用的意見我們會注意，但是如果沒用我們也就是聽聽而已，既然你都不願付費投訴以賺取您的精神補償那我們也只能聽聽而已。

這兩種功能既滿足想獲得投訴後的好處又能讓他們想抱怨的人有個平台可以抱怨
多兩全其美",talk,0,,M,明新科技大學
24,Dcard,https://www.dcard.tw/f/talk/p/255938808,2024-06-24 08:39:15,🀄️找固定牌咖,"有人暑假想打麻將的嗎
在松山附近
通常-2
沒有很強打發時間而已 打打檯費偶爾30/10",talk,0,,M,中原大學
25,Dcard,https://www.dcard.tw/f/talk/p/255938281,2024-06-24 07:36:01,最近吵很兇的魚妹跟深深旅遊，關於社會人士？？,"各位不知道魚妹的沒關係
不用留她誰？
就是一個人去愛妮島，她同行友人勿拿飯店吹風機。結果被深深負責人？po網公審
事情的結論就是，拿的不是這個網紅，但她卻直接說就是這個14.5萬粉絲的網紅偷竊，TMD超丟臉，類似的情緒性字眼

但我想問的是….
為什麼每次有這麼事件，就會有社會人士來關說？是大家都認識社會人士是不是…
（還是社會人士意思是，出社會的人就可以叫社會人士…


然後好多網友出來說
深深旅遊背後一切不容小覷？ 深深小編還直接出來證實？
所以是說財力人脈 還是什麼？
怎麽會自己承認背後一切不容小覷….
",talk,1,,F,國立成功大學
26,Dcard,https://www.dcard.tw/f/talk/p/255937872,2024-06-24 06:51:26,裝潢小白心路歷程、經驗分享,"前文
從二月開始規劃平面設計圖再到進場開工，五個月了，整體親自從設計、到選材 大大小小全程親自參與，過程雖然很累，但都是值得的～

房型介紹：毛胚屋 室內60坪

正文
1. 平面設計圖 （免費繪製）
首先要考慮自己需要什麼，再去規劃空間。當時提出了幾個我必要的空間：書房、開放式廚房、walkin closet 剩下其實怎麼讓設計師規劃我都可以，所以有了以下方案。平面圖印象中只有微調了幾次就定版了。只花了幾天時間


2. 3D繪製圖 （前後修改花了兩個月半）
從平面到3D需要簽訂設計合約，這裡畫重點❗️
目前均價設計費是一坪3-6000都算合理 但是如果設計費便宜，設計公司有可能會在後面工程款灌水賺回來！！報價單一定要看仔細！

小建議💡
1. 一定要選自己熟悉的設計公司，朋友/鄰居用過的、或是建商樣品屋的設計公司。這樣才有品質保障！
我當時隨便上google找了幾間詢問 工程價差了好幾百萬 設計費還有的收到了15000/坪不等。還遇到一間公司自稱裝潢了某一戶鄰居的房子，等我們問了鄰居，才說根本沒給他們做過案子！一定要慎選公司！！

2. 設計風格
一定一定要明確告訴設計師你想要的風格+貼給設計師你喜歡的案件風格！
當時我貼了4、5個案例 包含定主色系，但可能我沒有口頭上「明確」告知風格，結果第一版畫出來跟我們想像中完全不一樣 超級失望！我想要的是義式輕奢 結果畫成法式風格❓當時有說希望是以奶茶色為底 結果第一版出來白通通的有點傻眼

第一版







後來實在受不了 我ㄧㄧ上網全部重找設計圖，小到房間屏風樣式、電視櫃、燈、門的款式，大到地板花色 全部直接找好讓設計師畫一樣的出來😂中間跟設計師的溝通很重要！！！又重新再溝通了一次我希望的風格、顏色以及設計理念

再出了第二版
顏色好像對了❓但又感覺太深了
風格整個爆改 把法式元素全部拿掉了
中間又再次巴拉巴拉跟設計師溝通







好在終於生出了滿意的第三版😆
每天絞盡腦汁想設計、想自己到底喜歡什麼真的是要爆炸了！








3. 選材
裝潢0經驗的我只聽說過大理石，後來聽長輩介紹才知道有大板磚、晶石版當作替代。價差真的是非常可怕 但是現在大板磚的紋路可以做到非常精細 漂亮，不比天然大理石差。因為我們預算有限 地板、電視牆全部使用大板磚。然後房間牆面 因為想要更省錢就使用了晶石版代替。

💡產地怎麼選？
比較了義大利、印度、越南的大板磚
確實義大利的紋路漂亮很多 但是價格高了三倍之多！！但是品質 平滑度我們仔細比較了 看不出差別😅最後只有電視牆跟客衛用了義大利磚 其餘選了東南亞磚




還有門把 窗簾 廚具櫃 不太重要就沒有多作介紹了

4. 簽訂工程合約
✅報價單 一定一定要看仔細！！有看不懂的項目就提出來跟設計師詢問！現在工班 材料成本都非常非常高 每家工班的精細度專業度都不一樣 所以價格上不太好與其他公司比較！我給不出太多有效建議！
✅確認工期時長
✅看清楚合約每一項 內政部有發設計工程合約公版 可以讓民眾對比條款 我覺得很實用！！因為有些公司只寫出對自己有利的條款！

以上 這五個月的心路歷程！感謝觀看！",talk,0,g2095617,F,冷凍藍莓
27,Dcard,https://www.dcard.tw/f/talk/p/255929349,2024-06-23 07:47:56,臉書marketplace商品曝光度問題,"請問臉書marketplace 之前使用都很正常，但突然點擊人數大幅下降，然後用朋友的手機搜尋自己上架的商品關鍵字都找不到，但如果把特定商品連結用分享的方式傳給對方還是看得到，也就是說好像在marketplace主頁上似乎限制別人搜尋到我的商品感覺，造成曝光度大幅下降。（我朋友的marketplace似乎就沒受影響）

有人有經驗或知道該怎麼處理嗎？謝謝。",talk,0,corei5,M,Bi
28,Dcard,https://www.dcard.tw/f/talk/p/255929284,2024-06-23 07:39:39,長輩得癌治療  能送什麼禮品(5萬左右),"有位很重要的客戶長輩
得癌後  拿掉一個器官

想要買個禮物  表達他對我們公司的照顧
預算是5萬元左右

請問有什麼合適的禮品嗎?",talk,0,,M,國立中山大學
29,Dcard,https://www.dcard.tw/f/talk/p/255929323,2024-06-23 07:44:24,如果人類出現在恐龍時代會怎麼樣？,"如題
我這個人平時就喜歡幻想
我不禁在想，如果人類在恐龍時代就出現，世界的歷史會如何發展？

1
人類透過馴化一些特定的爬蟲類，馬車變成用恐龍或昆蟲拉車，空中武裝力量也提早出現，人類透過騎乘翼龍或巨脈蜻蜓等昆蟲來發展空中力量
然後恐龍依然存在，只是隨著人類文明的發展而逐漸減少

2
人類從出現到如今的高科技文明只花了兩百萬年，因此我個人認為恐龍中智商較高的品種也有可能在這段期間發展出文明
而人類身材相對於這個時代的大部分動物都非常小，處於壓倒性的不利，因此隨著時間被滅絕，而蜥蜴文明成為唯一的文明並且發展出高科技、國家體制等人類文明有的東西

3
像冰河時期的古人類一樣，照樣獵來吃，大部分恐龍、昆蟲品種被人類吃到滅絕

Option #1: 1馴化部分動物作為牲畜，與恐龍等動物共存
Option #2: 2被恐龍滅絕，蜥蜴文明取代人類
Option #3: 3人類照樣獵來吃，動物被人類吃到滅絕很多
Option #4: 其他／看答案",talk,1,tiger20050811,M,東北西伯利亞虎
30,Dcard,https://www.dcard.tw/f/talk/p/255929311,2024-06-23 07:42:57,第一次吃台南享鴨,"今天去吃了享鴨
第一印象腹地大
景色美 氣氛佳 讓人不免期待
今天沒有想像中的客滿

有專人為您講解
也有專業的師傅現場片鴨
第一道
是鴨皮 沾糖。
個人覺得就是吃鴨油沾糖感覺
個人沒有很喜歡
第二道片鴨 提供三種醬料
鳳梨醬 花椒鹽 甜麵醬
附上蔥段跟大黃瓜絲
這道就是住規中矩
三種醬料口味都不錯

還有烤麩的小菜 
這個口感不錯味道也好
酸菜芝麻球 名稱我忘記了
味道還可以只是後期偏黏牙感
鴨架粥。
（這道真的不錯 非常好吃 個人推推） 
炒高麗菜。
菜的品質不錯應該是高山菜但是整體偏油 可能是用鴨油炒的吧！
最後還有梅子雞丁
一開始吃相當好吃 酸酸甜甜的
但到後面會膩口 有點可惜
飲料 烏梅汁 白鬍子奶茶 
表現的都很好沒什麼可以挑剔的
 
兩個人吃一份套餐 
價格1700-1800左右 
整體非常的飽
單吃味道上並沒有特別雷的地方
除了第一道鴨皮糖外
但整體搭配下來對我而言 偏油 偏膩
最後沒辦法吃完 有點可惜
可能配白飯會好一點
但最好吃的粥就吃不下了
整體下來 價格CP值 整體服務
另外這裡不好停車。也是個缺點！
我大概會給個3.5顆星
回頭率
大概是要有人請我會來吃的等級",talk,0,james5021,M,有點帥小吳
31,Dcard,https://www.dcard.tw/f/talk/p/255933289,2024-06-23 15:27:29,保險7/1新制,"大家好我是專門研究兒童青少年補助政策、保險的業務員-小婕老師
若您是
1.還沒有規劃保險的社會新鮮人
2.想要詢問各縣市托育政策、育兒問題
3.想要保單健檢
有需要 歡迎加入諮詢👍
您已被邀請加入「富邦保險諮詢-小婕老師」！請點選以下連結加入社群！


您已被邀請加入「富邦保險諮詢-小婕老師」！請點選以下連結加入社群！
https://line.me/ti/g2/-BwSyQb5_4V2QJk-UV8Pfi0FNSL6Dvn75bZLrw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",talk,0,h032068,F,jessie
32,Dcard,https://www.dcard.tw/f/talk/p/255933302,2024-06-23 15:28:24,班費結餘捐款推薦,"如題，今年要畢業了，班費還有剩餘，要捐款出去，但沒頭緒要捐那個社福團體，來開個投票給大家幫我選😂

Option #1: 兒少老人類
Option #2: 動物環境類
Option #3: 疾病醫療類
Option #4: 文化教育類",talk,1,,F,明道大學
33,Dcard,https://www.dcard.tw/f/talk/p/255933275,2024-06-23 15:25:30,IG顏色,"突然有一天就變得藍藍的
看了很不舒服
要怎麼改回黑色
-
這隻帳號看是深藍

另一隻帳號看是黑色
",talk,0,agi_ppangnes,F,BEYU
34,Dcard,https://www.dcard.tw/f/talk/p/255938701,2024-06-24 08:27:04,真心交新朋友,交朋友，，聊聊天，歡迎私訊我，謝謝,talk,0,shilunshi,M,小宇
35,Dcard,https://www.dcard.tw/f/talk/p/255938777,2024-06-24 08:36:11,下雨下到好煩,"天公伯你嚎啕大哭了一個禮拜了，尼在哭要換我哭了ಥ_ಥ。

唉一點本來要出門的，但當時太陽超大想說等一下下好了，兩點開始下小雨，以為今天就是小雨想說等雨停，沒想到只是前奏^_^

好但不管我要出門已經拖很久了，等等一定要出門辦事。",talk,1,,F,國立臺灣大學
36,Dcard,https://www.dcard.tw/f/talk/p/255929031,2024-06-23 07:07:11,調查大家身高/手的大小,"要量有指紋的那一面，手掌加中指的長度。
我身高168/手19",talk,1,,M,國立東華大學
